author,cat_earliest,cat_latest
 P. Hawrylak,cond-mat.mes-hall,cond-mat.str-el
 P. J. Heard,cond-mat.str-el,cond-mat.mtrl-sci
 P. J. Hirschfeld,cond-mat.supr-con,cond-mat.str-el
 P. J. van Zwol,cond-mat.other,cond-mat.mtrl-sci
 P. K. Panda,nucl-th,astro-ph
 P. K. S. Dunsby,gr-qc,astro-ph
 P. Klaja,hep-ph,nucl-ex
 P. Knowles,nucl-ex,physics.atom-ph
 P. Kumar,cond-mat.supr-con,astro-ph
 P. L. Davies,math.ST,stat.ME
 P. L. Ghia,hep-ex,astro-ph
 P. Laporta,gr-qc,cond-mat.other
 P. Lemonde,physics.atom-ph,gr-qc
 P. Levai,hep-ph,astro-ph
 P. Ludwig,cond-mat.stat-mech,physics.plasm-ph
 P. Lunkenheimer,cond-mat.dis-nn,cond-mat.str-el
 P. M. Petroff,cond-mat.mtrl-sci,cond-mat.mes-hall
 P. M. Platzman,cond-mat.mtrl-sci,cond-mat.other
 P. Marciniewski,nucl-ex,hep-ex
 P. Marecki,gr-qc,quant-ph
 P. Markowitz,hep-ph,nucl-ex
 P. Marquard,hep-ph,hep-lat
 P. Martin,physics.ins-det,math.OC
 P. Mason,nucl-ex,astro-ph
 P. Mathieu,hep-th,cond-mat.supr-con
 P. Meystre,cond-mat.other,quant-ph
 P. Mitra,hep-th,cond-mat.mtrl-sci
 P. Moroshkin,physics.atom-ph,physics.class-ph
 P. Mueller,nucl-th,nucl-ex
 P. Nordblad,cond-mat.str-el,cond-mat.mtrl-sci
 P. Nordlander,cond-mat.mes-hall,cond-mat.str-el
 P. O. Kazinski,hep-th,cond-mat.stat-mech
 P. P. Kulish,hep-th,math.QA
 P. Pagano,hep-ph,hep-ex
 P. Pedram,gr-qc,physics.data-an
 P. Petreczky,nucl-th,hep-ph
 P. Pieri,cond-mat.other,cond-mat.supr-con
 P. Q. Hung,hep-ph,astro-ph
 P. Ravindran,cond-mat.mtrl-sci,cond-mat.soft
 P. Roy,quant-ph,gr-qc
 P. S. Julienne,cond-mat.other,quant-ph
 P. Schuck,nucl-th,cond-mat.other
 P. Slany,gr-qc,astro-ph
 P. Sodano,cond-mat.supr-con,cond-mat.mes-hall
 P. Szabo,cond-mat.mtrl-sci,physics.gen-ph
 P. Szymczak,cond-mat.stat-mech,q-bio.BM
 P. Temnikov,physics.ins-det,astro-ph
 P. Thörngren Engblom,nucl-ex,hep-ex
 P. Valente,hep-ex,physics.ins-det
 P. Voisin,cond-mat.mes-hall,cond-mat.mtrl-sci
 P. Ván,nucl-th,cond-mat.other
 P. W. H. Pinkse,physics.optics,physics.atom-ph
 P. Winter,hep-ex,nucl-ex
 P. Woelfle,cond-mat.str-el,cond-mat.dis-nn
 P. Yordanov,cond-mat.str-el,cond-mat.supr-con
 P. Zhang,cond-mat.mtrl-sci,astro-ph
 P. Zupranski,hep-ph,nucl-ex
 P. Öhberg,cond-mat.soft,cond-mat.other
 Pablo A. Parrilo,math.OC,cs.GT
 Pablo Echenique,cond-mat.mtrl-sci,q-bio.QM
 Pablo de la Mora,cond-mat.mtrl-sci,cond-mat.supr-con
 Pallab Goswami,cond-mat.mes-hall,cond-mat.dis-nn
 Palle E. T. Jorgensen,math.FA,cs.CE
 Pan Kai,cs.CY,hep-ph
 Pan-Jun Kim,q-bio.MN,physics.soc-ph
 Paolo Amore,cond-mat.other,math-ph
 Paolo Buttà,math.DS,cond-mat.soft
 Paolo Dai Pra,math.PR,q-fin.RM
 Paolo Laureti,cs.IR,q-fin.PM
 Parongama Sen,cond-mat.stat-mech,cond-mat.dis-nn
 Parsa Bonderson,cond-mat.mes-hall,quant-ph
 Partha Chowdhury,gr-qc,astro-ph
 Partha Guha,physics.flu-dyn,physics.plasm-ph
 Partha Mukhopadhyay,cs.CC,hep-th
 Pascal Hubert,math.GT,math.DS
 Pascal Naidon,cond-mat.other,physics.atom-ph
 Pasquale Calabrese,cond-mat.dis-nn,cond-mat.mes-hall
 Patricio S. Letelier,gr-qc,astro-ph
 Patrick C. McGuire,astro-ph,cs.CV
 Patrick De Leenheer,q-bio.CB,q-bio.OT
 Patrick Erik Bradley,math.AG,cs.DM
 Patrick Hayden,hep-th,quant-ph
 Patrick M. Motl,gr-qc,astro-ph
 Patrick R. Brady,gr-qc,astro-ph
 Paul B. Slater,math-ph,quant-ph
 Paul Balister,math.PR,math.CO
 Paul Fendley,cond-mat.stat-mech,math.CO
 Paul Frampton,gr-qc,hep-th
 Paul H. Frampton,astro-ph,hep-th
 Paul J. Steinhardt,astro-ph,hep-th
 Paul J. Werbos,cs.NE,physics.gen-ph
 Paul Kabaila,math.ST,stat.ME
 Paul Lee,math.OC,math.DG
 Paul Loya,hep-th,math.SP
 Paul Maragakis,cond-mat.stat-mech,cond-mat.mtrl-sci
 Paul S. Julienne,cond-mat.other,physics.atom-ph
 Paul Seidel,gr-qc,math.SG
 Paul Smolen,q-bio.MN,q-bio.NC
 Paul Sutcliffe,hep-th,cond-mat.mes-hall
 Paul Van Dooren,cs.IR,cs.NA
 Pauli Virtanen,cond-mat.mes-hall,cond-mat.supr-con
 Paulino R. Villas Boas,cond-mat.dis-nn,physics.soc-ph
 Pavel Ginzburg,physics.optics,cond-mat.mtrl-sci
 Pavel Kolesnikov,math.QA,math.RA
 Pavel Pyatov,cond-mat.stat-mech,math-ph
 Pavel Tumarkin,math.CO,math.MG
 Pawel Nurowski,math.DG,gr-qc
 Pedro G. Lind,physics.soc-ph,cond-mat.mtrl-sci
 Pedro Lopes,math.GT,math.CO
 Pedro Massey,math.FA,math.OA
 Pedro Resende,math.LO,math.CT
 Pedro Sancho,math.AG,quant-ph
 Pedro Sancho de Salas,math.AG,math.AC
 Pencho Petrushev,math.CA,math.ST
 Peng Li,cond-mat.str-el,cs.AR
 Peng Wang,math.DG,math-ph
 Pengcheng Dai,cond-mat.str-el,cond-mat.supr-con
 Pengfei Zhuang,hep-ph,cond-mat.supr-con
 Per Arne Rikvold,cond-mat.stat-mech,cond-mat.mtrl-sci
 Pere Ara,math.OA,math.RA
 Perouz Taslakian,cs.CG,math.CO
 Persi Diaconis,math.CO,math.PR
 Peter Cameron,math.CO,math.RA
 Peter D. Hislop,math.AP,math-ph
 Peter D. Jarvis,hep-th,math.RT
 Peter Diener,cs.DC,gr-qc
 Peter Grassberger,cond-mat.stat-mech,physics.soc-ph
 Peter Hanggi,cond-mat.stat-mech,cond-mat.mes-hall
 Peter Heinzner,math.CV,math.SG
 Peter Hänggi,physics.data-an,cond-mat.mes-hall
 Peter Imkeller,math.PR,q-fin.PR
 Peter Jorgensen,math.RT,math.RA
 Peter Kleban,cond-mat.dis-nn,cond-mat.stat-mech
 Peter Kuchment,math.AP,math.NA
 Peter M. Johnson,math.LO,math.AC
 Peter Müller,math.SP,math-ph
 Peter N. Meisinger,hep-th,hep-lat
 Peter Prešnajder,hep-th,hep-ph
 Peter S. Campbell,math.RT,math.CO
 Peter Schmelcher,cond-mat.other,nlin.CD
 Peter Schmitteckert,cond-mat.str-el,cond-mat.mes-hall
 Peter Schneider,astro-ph,math.RA
 Peter Schwab,cond-mat.str-el,cond-mat.mes-hall
 Peter Shor,cond-mat.stat-mech,quant-ph
 Peter Sin,math.CO,math.NT
 Peter Sollich,cond-mat.soft,cond-mat.dis-nn
 Peter Spreij,math.ST,math.PR
 Peter Stollmann,math.SP,math-ph
 Peter Thalmeier,cond-mat.supr-con,cond-mat.str-el
 Peter Tingley,math.QA,math.RT
 Peter Tinyakov,hep-th,astro-ph
 Peter Uwer,physics.comp-ph,hep-ph
 Peter Virnau,physics.bio-ph,cond-mat.stat-mech
 Peter W. Michor,math.CA,math.DG
 Peter Wolf,gr-qc,physics.space-ph
 Petr Jizba,cond-mat.other,q-fin.ST
 Petr M. Akhmet'ev,math.GT,math.AT
 Petre Birtea,math.DS,math-ph
 Petter Andreas Bergh,math.AC,math.CT
 Petter Holme,q-bio.MN,physics.comp-ph
 Petteri Kaski,math.CO,cs.DS
 Ph. Brax,astro-ph,hep-th
 Philip B. Alipour,cs.CE,cs.CV
 Philip B. Allen,cond-mat.mtrl-sci,cond-mat.other
 Philip Greulich,physics.bio-ph,cond-mat.stat-mech
 Philip Phillips,cond-mat.supr-con,cond-mat.str-el
 Philip V. Fellman,nlin.AO,q-fin.GN
 Philipp Kant,hep-ph,hep-th
 Philippe Brax,hep-ph,hep-th
 Philippe G. LeFloch,math.AP,math.NA
 Philippe Spindel,gr-qc,hep-th
 Philippe W. Courteille,physics.atom-ph,nlin.PS
 Pierluigi Contucci,cond-mat.stat-mech,cond-mat.dis-nn
 Pierre Martinetti,gr-qc,hep-th
 Pierre Mathonet,math.RT,math.CO
 Pierre Teyssandier,astro-ph,gr-qc
 Piljin Yi,hep-ph,hep-th
 Pinaki Chaudhuri,cond-mat.stat-mech,cond-mat.soft
 Ping Wang,hep-ph,cs.IT
 Ping Zhang,cond-mat.mtrl-sci,cond-mat.mes-hall
 Ping Zhou,math.CA,quant-ph
 Piotr Bizoń,gr-qc,math-ph
 Piotr Faliszewski,cs.GT,cs.CC
 Pisin Chen,hep-th,astro-ph
 Piyush Jain,cond-mat.other,gr-qc
 Plamen Ch. Ivanov,q-fin.GN,physics.data-an
 Plamen G. Krastev,nucl-th,astro-ph
 Poul Olesen,hep-th,nlin.CD
 Pouyan Ghaemi,cond-mat.str-el,cond-mat.supr-con
 Prabal K. Maiti,cond-mat.stat-mech,cond-mat.mtrl-sci
 Prakash Belkale,math.RT,math.AG
 Prasad Tetali,math.CO,math.PR
 Prasanta K. Panigrahi,cond-mat.other,quant-ph
 Pratap Raychaudhuri,cond-mat.mtrl-sci,cond-mat.mes-hall
 Predrag Cvitanović,nlin.CD,physics.flu-dyn
 Prem Kumar,quant-ph,physics.optics
 Q. Huang,astro-ph,cond-mat.str-el
 Q. W. Shi,cond-mat.mtrl-sci,cond-mat.mes-hall
 Qasem Exirifard,hep-th,gr-qc
 Qayum Khan,math.GT,math.AT
 Qi Chen,math.GT,cs.NE
 Qi Li,cond-mat.mtrl-sci,cond-mat.supr-con
 Qi Wang,math.DG,cond-mat.mes-hall
 Qian Niu,cond-mat.mes-hall,cond-mat.mtrl-sci
 Qiang Li,astro-ph,hep-ph
 Qiang Liu,nlin.CD,astro-ph
 Qiang Yu,cond-mat.mtrl-sci,physics.gen-ph
 Qiang Zhang,cond-mat.mtrl-sci,quant-ph
 Qijin Chen,cond-mat.supr-con,cond-mat.str-el
 Qiongtao Xie,cond-mat.other,physics.optics
 Quan Long,physics.atom-ph,physics.optics
 Quan Yin,cond-mat.str-el,cond-mat.mtrl-sci
 Quan-Xing Liu,nlin.CD,nlin.PS
 Qun Chen,math.DG,math-ph
 Qunxiang Li,cond-mat.mtrl-sci,cond-mat.mes-hall
 R. A. Battye,hep-ph,astro-ph
 R. A. Broglia,cond-mat.stat-mech,nucl-th
 R. A. Brownlee,math.NA,cond-mat.stat-mech
 R. A. Buhrman,cond-mat.mtrl-sci,cond-mat.other
 R. A. Cowley,cond-mat.str-el,cond-mat.supr-con
 R. A. Duine,cond-mat.mes-hall,cond-mat.stat-mech
 R. A. Janik,nucl-th,hep-th
 R. A. Johnson,astro-ph,nucl-ex
 R. A. Römer,cond-mat.mes-hall,q-bio.GN
 R. B. Mann,gr-qc,hep-th
 R. Bingham,hep-ph,physics.plasm-ph
 R. C. Andrew,math-ph,quant-ph
 R. C. Thompson,physics.atom-ph,quant-ph
 R. Catena,astro-ph,hep-ph
 R. Chakrabarti,hep-th,cond-mat.stat-mech
 R. Chatterjee,nucl-th,hep-ph
 R. Citro,cond-mat.mes-hall,cond-mat.mtrl-sci
 R. Cluckers,math.NT,math.RT
 R. Coldea,cond-mat.str-el,cond-mat.supr-con
 R. D. Averitt,cond-mat.str-el,cond-mat.supr-con
 R. Danneau,cond-mat.mes-hall,cond-mat.other
 R. De Pietri,astro-ph,hep-lat
 R. De Renzi,cond-mat.mtrl-sci,cond-mat.str-el
 R. DeVoe,physics.ins-det,physics.gen-ph
 R. Dennis Cook,stat.AP,stat.ME
 R. Di Leonardo,physics.flu-dyn,cond-mat.soft
 R. Donangelo,quant-ph,nucl-th
 R. Dubertrand,physics.optics,nlin.CD
 R. E. Solntsev,cond-mat.soft,cond-mat.stat-mech
 R. Engel,astro-ph,hep-ph
 R. F. Mamin,cond-mat.mtrl-sci,cond-mat.str-el
 R. Fiore,hep-ph,hep-lat
 R. Fioresi,math.RA,math.QA
 R. Friedberg,hep-ph,quant-ph
 R. Friedrich,cond-mat.stat-mech,physics.data-an
 R. G. E. Timmermans,nucl-th,physics.atom-ph
 R. G. Evans,hep-ph,physics.plasm-ph
 R. G. Nazmitdinov,nucl-ex,cond-mat.mes-hall
 R. G. Ramos,quant-ph,cond-mat.mes-hall
 R. G. Vishwakarma,gr-qc,astro-ph
 R. Gerritsma,cond-mat.other,physics.atom-ph
 R. Giachetti,hep-th,quant-ph
 R. Gill,nucl-ex,hep-ex
 R. Giovanelli,quant-ph,astro-ph
 R. Gonzalez Felipe,astro-ph,hep-ph
 R. Gothe,nucl-ex,hep-ph
 R. Graham,cond-mat.dis-nn,cond-mat.other
 R. Grimm,cond-mat.other,quant-ph
 R. Hackl,cond-mat.supr-con,cond-mat.mtrl-sci
 R. Hanninen,cond-mat.soft,cond-mat.stat-mech
 R. Heller,astro-ph,physics.ins-det
 R. Heylen,cond-mat.dis-nn,cond-mat.stat-mech
 R. Hoehmann,cond-mat.mes-hall,cond-mat.other
 R. J. Birgeneau,cond-mat.str-el,cond-mat.supr-con
 R. J. C. Spreeuw,cond-mat.other,physics.atom-ph
 R. J. Epstein,cond-mat.other,quant-ph
 R. J. Fries,nucl-th,hep-ph
 R. J. Holt,hep-ph,nucl-ex
 R. J. M. Y. Ruber,nucl-ex,hep-ex
 R. J. Needs,cond-mat.mtrl-sci,cond-mat.other
 R. J. Silbey,q-bio.QM,math-ph
 R. Jackiw,math-ph,hep-th
 R. Jafari,cond-mat.str-el,quant-ph
 R. Jimenez,astro-ph,q-bio.PE
 R. Joynt,cond-mat.mes-hall,cond-mat.other
 R. K. Kremer,cond-mat.mtrl-sci,cond-mat.supr-con
 R. K. Saxena,math.PR,math.CA
 R. Kleiner,cond-mat.supr-con,cond-mat.mes-hall
 R. Kobes,quant-ph,cond-mat.other
 R. L. Walsworth,physics.med-ph,gr-qc
 R. Lafaye,hep-ph,physics.ins-det
 R. Lambiotte,physics.soc-ph,cs.IT
 R. Lanza,physics.ins-det,astro-ph
 R. Lednicky,nucl-th,hep-ph
 R. Livi,cond-mat.stat-mech,nlin.CD
 R. Lopez-Ruiz,nlin.CD,q-fin.GN
 R. M. Abrarov,cond-mat.other,math.GM
 R. M. Benito,cond-mat.other,nlin.CD
 R. M. Dalgliesh,cond-mat.soft,cond-mat.supr-con
 R. M. Lutchyn,cond-mat.supr-con,cond-mat.mes-hall
 R. MacKenzie,quant-ph,hep-th
 R. Maier,astro-ph,nucl-ex
 R. Manso Sainz,quant-ph,astro-ph
 R. Mathieu,cond-mat.dis-nn,cond-mat.mtrl-sci
 R. Meier,nucl-ex,hep-ex
 R. Miles,astro-ph,math.DS
 R. Miranda,math.AG,cond-mat.mtrl-sci
 R. Moessner,cond-mat.stat-mech,cond-mat.str-el
 R. Mélin,cond-mat.dis-nn,cond-mat.mes-hall
 R. N. Bhatt,cond-mat.str-el,cond-mat.stat-mech
 R. Nath,cond-mat.str-el,cond-mat.other
 R. Neilson,physics.ins-det,physics.gen-ph
 R. O. Dendy,astro-ph,physics.space-ph
 R. O. Umucalilar,cond-mat.other,cond-mat.mes-hall
 R. Okazaki,cond-mat.supr-con,cond-mat.str-el
 R. Oppermann,cond-mat.dis-nn,cond-mat.mtrl-sci
 R. P. Campion,cond-mat.mes-hall,cond-mat.mtrl-sci
 R. P. Chaudhury,cond-mat.str-el,cond-mat.mtrl-sci
 R. P. Singh,nucl-th,gr-qc
 R. Paredes,cond-mat.mes-hall,cond-mat.soft
 R. Persiani,hep-ex,astro-ph
 R. Pincak,cond-mat.soft,cond-mat.mtrl-sci
 R. Plaga,hep-ph,astro-ph
 R. Poettgen,cond-mat.str-el,cond-mat.mtrl-sci
 R. Prozorov,cond-mat.supr-con,cond-mat.str-el
 R. Pucci,cond-mat.other,cond-mat.str-el
 R. Pugatch,quant-ph,cond-mat.other
 R. Q. Wu,physics.comp-ph,cond-mat.mtrl-sci
 R. R. Cuzinatto,astro-ph,gr-qc
 R. R. Horgan,hep-lat,cond-mat.soft
 R. Raimondi,cond-mat.str-el,cond-mat.mes-hall
 R. Rao,cond-mat.mtrl-sci,astro-ph
 R. Reda,nucl-th,nucl-ex
 R. Rosenfeld,astro-ph,q-fin.ST
 R. Roth,cs.OH,nucl-th
 R. Ruffini,physics.plasm-ph,astro-ph
 R. S. Hayano,nucl-ex,hep-ex
 R. S. Khymyn,cond-mat.str-el,cond-mat.other
 R. S. Markiewicz,cond-mat.str-el,cond-mat.supr-con
 R. S. Sarthour,cond-mat.stat-mech,quant-ph
 R. S. Tutik,hep-th,quant-ph
 R. Schnabel,quant-ph,physics.optics
 R. Schneider,math.NA,astro-ph
 R. Settai,cond-mat.str-el,cond-mat.supr-con
 R. Shavit,physics.class-ph,cond-mat.mtrl-sci
 R. Simon,quant-ph,astro-ph
 R. Stepanov,astro-ph,physics.flu-dyn
 R. Sufiani,math.CO,cond-mat.stat-mech
 R. T. Phillips,cond-mat.other,cond-mat.str-el
 R. T. Scalettar,cond-mat.str-el,cond-mat.stat-mech
 R. Tomas,astro-ph,hep-ph
 R. Torrens,cs.CE,cs.DC
 R. Tripiccione,hep-lat,cs.AR
 R. V. Chopdekar,cond-mat.str-el,cond-mat.mtrl-sci
 R. Vanderspek,physics.ins-det,astro-ph
 R. Venugopalan,nucl-th,hep-ph
 R. Vogt,nucl-ex,hep-ph
 R. Volk,physics.flu-dyn,nlin.CD
 R. W. McCallum,cond-mat.mtrl-sci,cond-mat.str-el
 R. W. Robinett,physics.ed-ph,quant-ph
 R. Weber,cond-mat.supr-con,cond-mat.mtrl-sci
 R. Williams,hep-ph,astro-ph
 R. Yamamoto,physics.ins-det,astro-ph
 R. Zecchina,cond-mat.stat-mech,cs.IT
 R. Zimmermann,hep-ph,cond-mat.mes-hall
 R. de Graaf,cond-mat.soft,cond-mat.stat-mech
 R. de Waele,physics.optics,cond-mat.other
 Raanan Schul,math.MG,math.AP
 Rachel A. D. Martins,hep-th,math-ph
 Rachel Bean,astro-ph,hep-th
 Radhakrishna Sureshkumar,physics.flu-dyn,cond-mat.mtrl-sci
 Radhakrishnan Nagarajan,q-bio.GN,q-bio.QM
 Radu Purice,math-ph,cond-mat.mes-hall
 Rafael A. Porto,hep-ph,gr-qc
 Rafael Diaz,math-ph,math.QA
 Rafael Ferraro,physics.hist-ph,hep-th
 Rafał Kulik,math.ST,math.PR
 Raffaele Esposito,math-ph,math.FA
 Ragab M. Gad,gr-qc,math-ph
 Rahim Moosa,math.LO,math.CV
 Rahul Pandit,nlin.CD,cond-mat.stat-mech
 Raimundas Vidunas,math.CA,math.AG
 Rainer Buckdahn,math.OC,math.PR
 Rainer Grauer,physics.flu-dyn,physics.comp-ph
 Rainer Poettgen,physics.comp-ph,cond-mat.mtrl-sci
 Raj Kumar Pan,q-fin.ST,physics.soc-ph
 Rajarshi Chakrabarti,cond-mat.stat-mech,cond-mat.soft
 Rajdeep Sensarma,cond-mat.supr-con,cond-mat.other
 Rajeev Ahuja,cond-mat.mtrl-sci,cond-mat.soft
 Rajeev Rawat,cond-mat.str-el,cond-mat.supr-con
 Rajendra Prasad,cond-mat.str-el,cond-mat.mtrl-sci
 Rajesh R. Parwani,quant-ph,nlin.SI
 Rajesh Singh,math.GM,stat.ME
 Rajesh Sundaresan,nlin.CD,cs.IT
 Ralf Hofmann,hep-ph,hep-th
 Ralf Lehnert,hep-ph,hep-th
 Ralf Metzler,cond-mat.stat-mech,cond-mat.soft
 Ralf Meyer,math.AP,math.KT
 Ralf Schützhold,cond-mat.other,quant-ph
 Ralf Wessel,physics.bio-ph,nlin.PS
 Ralph H. Scheicher,cond-mat.mtrl-sci,cond-mat.soft
 Ralph M. Kaufmann,math.AT,math.AG
 Raman Sundrum,hep-th,hep-ph
 Ramin Takloo-Bighash,math.NT,math.GR
 Ramon Herrera,gr-qc,astro-ph
 Ramon van Handel,math-ph,math.PR
 Ran Li,math-ph,gr-qc
 Randall D. Kamien,cond-mat.stat-mech,cond-mat.soft
 Raphael Hauser,math.OC,cs.CE
 Raphael M. Jungers,cs.DM,cond-mat.stat-mech
 Raul Donangelo,quant-ph,cond-mat.stat-mech
 Raul Jimenez,q-bio.PE,astro-ph
 Ravi S. Kulkarni,math.DS,math.GT
 Ravi Shankar Singh,cond-mat.str-el,cond-mat.mtrl-sci
 Ravindra Kumar,hep-th,nucl-th
 Ravindra Pandey,cond-mat.mtrl-sci,cond-mat.soft
 Raymond Atta-Fynn,cond-mat.str-el,cond-mat.dis-nn
 Raymond Hemmecke,math.AC,math.OC
 Razvan Gurau,hep-th,math-ph
 Razvan Micu Tudoran,math.DS,math-ph
 Rebing Wu,quant-ph,math-ph
 Reinaldo J. Gleiser,hep-th,gr-qc
 Reinhard Alkofer,hep-ph,hep-th
 Reinhard Laubenbacher,cs.SC,math.HO
 Reinhard Richter,nlin.PS,cond-mat.soft
 Reinhold Egger,cond-mat.mes-hall,cond-mat.other
 Remy Battesti,hep-ex,physics.optics
 Renato Pakter,physics.plasm-ph,cond-mat.stat-mech
 Renato Portugal,quant-ph,cs.SC
 Rene Meyer,cond-mat.mtrl-sci,hep-th
 Ricard V. Solé,physics.soc-ph,cond-mat.dis-nn
 Riccardo Zecchina,cond-mat.stat-mech,cs.IT
 Richard A. Neher,cond-mat.stat-mech,q-bio.BM
 Richard Berkovits,cond-mat.dis-nn,cond-mat.str-el
 Richard Bouzerar,cond-mat.mtrl-sci,cond-mat.dis-nn
 Richard Evan Schwartz,math.MG,math.DS
 Richard Hain,math.GT,math.NT
 Richard Herrmann,math-ph,nucl-th
 Richard J. Mathar,astro-ph,math.NA
 Richard Kenyon,math.PR,math.MG
 Richard Miles,astro-ph,math.DS
 Richard Packard,cond-mat.other,cond-mat.supr-con
 Richard Schaeffer,hep-th,gr-qc
 Riichiro Saito,cond-mat.mes-hall,cond-mat.mtrl-sci
 Riikka Korte,math.AP,math.FA
 Rikio Settai,cond-mat.supr-con,cond-mat.str-el
 Rina Anno,math.CT,math.AG
 Risto M. Nieminen,physics.bio-ph,cond-mat.mtrl-sci
 Rob D. Coalson,cond-mat.supr-con,cond-mat.stat-mech
 Robert B. Gramacy,stat.CO,stat.ME
 Robert C. Albers,cond-mat.mtrl-sci,cond-mat.str-el
 Robert G. Beiko,q-bio.PE,q-bio.GN
 Robert G. Donnelly,math.CO,math.GR
 Robert G. Leigh,hep-th,cond-mat.str-el
 Robert Guralnick,math.CO,math.AG
 Robert Joynt,quant-ph,cond-mat.mtrl-sci
 Robert Koenig,cs.DM,quant-ph
 Robert L. Jaffe,cond-mat.stat-mech,quant-ph
 Robert L. Jerrard,math.CA,cond-mat.other
 Robert M. Ziff,cond-mat.dis-nn,cond-mat.stat-mech
 Robert Parviainen,math.CO,cond-mat.stat-mech
 Robert Seiringer,cond-mat.supr-con,math-ph
 Robert Shrock,hep-th,cond-mat.stat-mech
 Robert Sims,math-ph,math.SP
 Robert W. Boyd,physics.optics,quant-ph
 Robert W. Dunford,physics.chem-ph,physics.atom-ph
 Robert Weismantel,math.CO,math.OC
 Robert van Leeuwen,cond-mat.mtrl-sci,cond-mat.other
 Roberto B. Diener,cond-mat.supr-con,cond-mat.other
 Roberto Casadio,gr-qc,hep-th
 Roberto Morandotti,quant-ph,cond-mat.other
 Roberto Paoletti,math.AG,math.SG
 Robijn Bruinsma,cond-mat.soft,cond-mat.stat-mech
 Robin Côté,quant-ph,physics.atom-ph
 Robin Hartshorne,math.HO,math.AG
 Robin Santra,physics.chem-ph,physics.atom-ph
 Robin Zegers,hep-th,gr-qc
 Roderich Tumulka,math.PR,quant-ph
 Rodrigo Leonardi,hep-th,astro-ph
 Roel van Driel,q-bio.GN,cond-mat.soft
 Roger G. Melko,cond-mat.str-el,cond-mat.stat-mech
 Roger Proksch,cond-mat.other,cond-mat.mtrl-sci
 Roland Bouffanais,physics.flu-dyn,cond-mat.str-el
 Roland Speicher,math.OA,cs.IT
 Roland Steinbauer,math-ph,math.FA
 Romain Tessera,math.MG,math.FA
 Roman Krcmar,cond-mat.mes-hall,cond-mat.stat-mech
 Roman Romanov,math.FA,math.SP
 Roman Sauer,math.GT,math.DS
 Roman Schubert,nlin.CD,math-ph
 Ron M. Adin,math.CO,math.RT
 Ronald B. Morgan,math-ph,hep-lat
 Ronald C. King,math.RT,math.CO
 Ronald G. Douglas,math.FA,math.KT
 Rong Yu,cond-mat.str-el,cond-mat.dis-nn
 Rong-Gen Cai,astro-ph,hep-th
 Ronny Nawrodt,gr-qc,cond-mat.other
 Ronny Thomale,cond-mat.str-el,cond-mat.supr-con
 Rossana Marra,math-ph,math.FA
 Rossano Venturini,cs.DC,cs.DS
 Rouven Essig,hep-th,hep-ph
 Roy Lacey,nucl-th,nucl-ex
 Roy Maartens,gr-qc,astro-ph
 Ru-Keng Su,nucl-th,astro-ph
 Rudolf A. Römer,q-bio.GN,cond-mat.dis-nn
 Rudolf Friedrich,cond-mat.stat-mech,physics.flu-dyn
 Rudolf M. Fuechslin,q-bio.PE,q-bio.SC
 Rudolf Podgornik,physics.bio-ph,cond-mat.soft
 Rudolf Tange,math.GR,math.AC
 Rui Dilao,nlin.CD,nlin.AO
 Rui Loja Fernandes,math.DG,math.SG
 Ruida Chen,quant-ph,physics.gen-ph
 Rupert L. Frank,math-ph,math.SP
 Ruriko Yoshida,q-bio.QM,math.CO
 Russell Zaretzki,stat.AP,cond-mat.stat-mech
 Ruth J. Williams,math.PR,math.DS
 Ryan N. Gutenkunst,q-bio.QM,q-bio.PE
 Ryu Sasaki,hep-th,cond-mat.stat-mech
 Ryuichi Takahashi,gr-qc,astro-ph
 S L Bud'ko,cond-mat.mtrl-sci,cond-mat.other
 S. -H. Henry Tye,astro-ph,hep-th
 S. -I. Lee,cond-mat.str-el,cond-mat.supr-con
 S. -K. Yip,cond-mat.supr-con,cond-mat.other
 S. -L. Drechsler,cond-mat.supr-con,cond-mat.str-el
 S. -W. Cheong,cond-mat.mtrl-sci,cond-mat.str-el
 S. A. Haine,quant-ph,physics.atom-ph
 S. A. J. Kimber,cond-mat.supr-con,cond-mat.str-el
 S. A. Maksimenko,cond-mat.mes-hall,cond-mat.mtrl-sci
 S. A. Yost,hep-ph,astro-ph
 S. A. Zvyagin,cond-mat.str-el,cond-mat.other
 S. Adachi,cond-mat.supr-con,cond-mat.mtrl-sci
 S. Ahlen,physics.ins-det,astro-ph
 S. Akbari,math.CO,cs.IT
 S. Akiyama,math.DS,astro-ph
 S. Albeverio,math.FA,math-ph
 S. Alipour,cond-mat.str-el,quant-ph
 S. Andergassen,cond-mat.str-el,cond-mat.mes-hall
 S. Andringa,astro-ph,hep-ph
 S. Antoci,physics.hist-ph,gr-qc
 S. Ashhab,quant-ph,cond-mat.mes-hall
 S. B. Cahn,nucl-ex,physics.atom-ph
 S. B. Duarte,quant-ph,nucl-th
 S. B. Dugdale,cond-mat.supr-con,cond-mat.str-el
 S. Banik,cond-mat.str-el,cond-mat.mtrl-sci
 S. Barkanova,nucl-th,physics.comp-ph
 S. Bellucci,hep-th,cond-mat.mes-hall
 S. Boccaletti,nlin.CD,cond-mat.stat-mech
 S. Bordacs,cond-mat.other,cond-mat.str-el
 S. Böhm,physics.atom-ph,astro-ph
 S. C. Kim,cond-mat.mes-hall,astro-ph
