author,cat_earliest,cat_latest
 A. Barbour,cond-mat.mtrl-sci,cond-mat.supr-con
 A. Barchiesi,hep-ph,hep-ex
 A. Barcz,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Barcza,cond-mat.mtrl-sci,cond-mat.str-el
 A. Bardi,hep-ph,astro-ph.CO
 A. Bariego-Quintana,astro-ph.HE,hep-ex
 A. Barinov,cond-mat.str-el,cond-mat.mtrl-sci
 A. Barioni,nucl-ex,nucl-th
 A. Barker,hep-ex,astro-ph.EP
 A. Barla,cond-mat.str-el,cond-mat.mes-hall
 A. Barman,cond-mat.mes-hall,physics.app-ph
 A. Barnard,math-ph,hep-ex
 A. Barnaveli,hep-ph,cond-mat.soft
 A. Barnes,gr-qc,astro-ph.GA
 A. Barnyakov,physics.ins-det,hep-ex
 A. Baron,physics.optics,cond-mat.mtrl-sci
 A. Baronchelli,physics.soc-ph,cond-mat.stat-mech
 A. Barone,cond-mat.mes-hall,physics.ins-det
 A. Baroni,nucl-th,quant-ph
 A. Barr,astro-ph.EP,hep-ex
 A. Barr Dominguez,astro-ph.CO,astro-ph.SR
 A. Barrat,cond-mat.stat-mech,physics.soc-ph
 A. Barrau,astro-ph,gr-qc
 A. Barreiro,cond-mat.other,cond-mat.mtrl-sci
 A. Barresi,hep-lat,physics.ins-det
 A. Barros,math.DG,hep-ex
 A. Bartels,math.AT,cond-mat.mes-hall
 A. Barth,astro-ph,cond-mat.mes-hall
 A. Barthelemy,cond-mat.mtrl-sci,physics.optics
 A. Barthélémy,cond-mat.mtrl-sci,cond-mat.supr-con
 A. Bartkiewicz,astro-ph,astro-ph.GA
 A. Bartoli,gr-qc,nucl-ex
 A. Baruffolo,astro-ph,astro-ph.EP
 A. Baryshev,astro-ph.EP,astro-ph.IM
 A. Barzilov,nucl-ex,hep-ex
 A. Basalaev,astro-ph.HE,gr-qc
 A. Basarab,eess.IV,eess.SP
 A. Basco,physics.ins-det,astro-ph.HE
 A. Basermann,cs.DC,cs.CV
 A. Basili,astro-ph,physics.ins-det
 A. Baskakov,math.FA,hep-ex
 A. Baskar,cs.AI,cs.LO
 A. Baskys,cond-mat.supr-con,physics.acc-ph
 A. Bassalat,physics.ins-det,physics.soc-ph
 A. Basti,physics.ins-det,gr-qc
 A. Basu,astro-ph,astro-ph.GA
 A. Basu-Zych,astro-ph.CO,astro-ph.GA
 A. Bat,physics.ins-det,hep-ex
 A. Bathula,astro-ph.HE,astro-ph.CO
 A. Batra,cond-mat.other,hep-ph
 A. Battaglia,hep-ex,nucl-ex
 A. Battiato,cond-mat.mtrl-sci,q-bio.NC
 A. Battista,cond-mat.soft,astro-ph.CO
 A. Battistoni,physics.chem-ph,physics.ins-det
 A. Baudry,astro-ph,astro-ph.SR
 A. Bauer,astro-ph,cond-mat.mes-hall
 A. Baum,cond-mat.supr-con,cond-mat.str-el
 A. Baumann,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Baumgärtner,cond-mat,cond-mat.quant-gas
 A. Baur,cond-mat.str-el,hep-ex
 A. Bauswein,astro-ph,physics.atom-ph
 A. Bautista,gr-qc,astro-ph.HE
 A. Baxter,hep-ex,physics.ins-det
 A. Bay,hep-ph,hep-ex
 A. Bayer,cond-mat.mes-hall,physics.ins-det
 A. Baykal,astro-ph,astro-ph.HE
 A. Bayo,astro-ph,astro-ph.IM
 A. Bazgir,hep-ex,nucl-ex
 A. Bazrafshan,hep-th,gr-qc
 A. Bazzani,physics.bio-ph,physics.acc-ph
 A. Bazzano,astro-ph,astro-ph.IM
 A. Bazzi,eess.SP,cs.AR
 A. Bağcı,physics.chem-ph,quant-ph
 A. Bchatnia,math.OC,math.AP
 A. Bean,physics.ins-det,hep-ex
 A. Beardmore,astro-ph,astro-ph.HE
 A. Beardsley,astro-ph.HE,astro-ph.CO
 A. Beate C. Patzer,astro-ph.SR,astro-ph.EP
 A. Beaton,physics.plasm-ph,physics.acc-ph
 A. Beauchene,astro-ph.SR,hep-ex
 A. Beaulieu,physics.ins-det,hep-ex
 A. Becerril,nucl-ex,astro-ph.HE
 A. Bechler,physics.atom-ph,hep-ph
 A. Bechtold,physics.acc-ph,cond-mat.mes-hall
 A. Beck,cond-mat.supr-con,hep-ex
 A. Becker,astro-ph,astro-ph.EP
 A. Bedalov,astro-ph,astro-ph.SR
 A. Beelen,astro-ph,astro-ph.GA
 A. Beever,physics.ins-det,hep-ex
 A. Beghi,quant-ph,physics.optics
 A. Beglarian,physics.ins-det,nucl-ex
 A. Begum,astro-ph,astro-ph.GA
 A. Behal,cs.SY,cs.RO
 A. Behrens,astro-ph.IM,astro-ph.CO
 A. Behtash,hep-th,hep-ph
 A. Behzadan,gr-qc,math.AP
 A. Beifiori,astro-ph,astro-ph.GA
 A. Beilinson,math.QA,math.AG
 A. Bekker,math.ST,stat.ME
 A. Bel,cs.NI,physics.med-ph
 A. Belenkiy,math.DG,quant-ph
 A. Belfakir,quant-ph,hep-th
 A. Belfiore,astro-ph,astro-ph.HE
 A. Belias,physics.ins-det,hep-ex
 A. Belic,cond-mat,nucl-ex
 A. Belikov,cond-mat.stat-mech,astro-ph.IM
 A. Belinski,astro-ph.SR,astro-ph.EP
 A. Belkin,cond-mat.supr-con,cond-mat.mes-hall
 A. Bell,hep-lat,astro-ph.IM
 A. Bella,math.GN,math.LO
 A. Bellerive,physics.ins-det,hep-ex
 A. Belletoile,astro-ph,astro-ph.CO
 A. Bellini,hep-th,astro-ph.GA
 A. Belloche,astro-ph,astro-ph.GA
 A. Belloni,hep-ex,physics.ins-det
 A. Bellorin,nlin.PS,patt-sol
 A. Bellorín,nlin.PS,hep-th
 A. Bellucci,physics.ins-det,cond-mat.mtrl-sci
 A. Bellétoile,astro-ph,astro-ph.CO
 A. Belmonte,cond-mat.soft,cond-mat.mtrl-sci
 A. Belousov,physics.ins-det,hep-ex
 A. Belova,physics.ins-det,hep-ex
 A. Beltran,cond-mat.mtrl-sci,hep-ph
 A. Beltrán,cond-mat.mtrl-sci,math.AG
 A. Belyaev,hep-ph,hep-ex
 A. Belyanin,cond-mat.mtrl-sci,physics.optics
 A. Ben-Reuven,cond-mat.soft,cond-mat
 A. Ben-kish,physics.plasm-ph,quant-ph
 A. BenMoussa,astro-ph.IM,astro-ph.SR
 A. Benabdallah,cs.DS,math.AP
 A. Benaglia,hep-ex,physics.ins-det
 A. Benali,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Benassi,quant-ph,cond-mat.mtrl-sci
 A. Benazza-Benyahia,stat.ME,cs.LG
 A. Bender,nucl-th,astro-ph.IM
 A. Bendounan,cond-mat.str-el,cond-mat.other
 A. Benedetti,physics.plasm-ph,physics.class-ph
 A. Benediktovitch,physics.atom-ph,physics.ins-det
 A. Beniwal,hep-ph,hep-ex
 A. Benoit,astro-ph,astro-ph.IM
 A. Benoit-Lévy,astro-ph,astro-ph.CO
 A. Benoît,astro-ph.CO,astro-ph.GA
 A. Bensberg,astro-ph.EP,astro-ph.SR
 A. Benson,astro-ph,astro-ph.GA
 A. Bento,nucl-ex,physics.ins-det
 A. Benyagoub,physics.ins-det,cond-mat.mtrl-sci
 A. Benyamini,cond-mat.mes-hall,cond-mat.supr-con
 A. Benyoussef,cond-mat.soft,cond-mat.mtrl-sci
 A. Benz,astro-ph,astro-ph.GA
 A. Bera,cond-mat.str-el,astro-ph.HE
 A. Berard,gr-qc,hep-th
 A. Berarducci,math.LO,math.PR
 A. Beraudo,hep-ph,nucl-ex
 A. Bercellie,hep-ex,physics.ins-det
 A. Berciano,math.AT,stat.ME
 A. Berciano Alba,astro-ph.IM,astro-ph.GA
 A. Bercuci,nucl-ex,hep-ex
 A. Berdeu,astro-ph.IM,astro-ph.GA
 A. Berdja,physics.ins-det,astro-ph.IM
 A. Berdnikov,hep-ex,nucl-ex
 A. Berdyugin,astro-ph,astro-ph.HE
 A. Berenov,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Berera,hep-ph,physics.flu-dyn
 A. Beresnyak,astro-ph,physics.plasm-ph
 A. Berezhnoy,astro-ph,hep-ex
 A. Berezovski,cond-mat.other,cond-mat.stat-mech
 A. Berg,nucl-ex,cond-mat.mes-hall
 A. Bergantini,astro-ph.EP,astro-ph.SR
 A. Berger,cond-mat,astro-ph.CO
 A. Bergmaier,cond-mat.mtrl-sci,nucl-ex
 A. Bergman,hep-th,cond-mat.mtrl-sci
 A. Bergmann,cond-mat.other,cond-mat
 A. Bergnoli,cs.NI,astro-ph.IM
 A. Bergvall,cond-mat.stat-mech,cond-mat.mes-hall
 A. Beri,math.DG,astro-ph.HE
 A. Beridze,math.GT,math.GR
 A. Berkien,physics.ins-det,astro-ph.IM
 A. Berkovich,math.CO,hep-th
 A. Berlicki,astro-ph,astro-ph.SR
 A. Berlin,astro-ph.HE,nucl-ex
 A. Berlind,astro-ph.HE,astro-ph.CO
 A. Bermeo,astro-ph.GA,astro-ph.CO
 A. Bermudez Martinez,hep-ex,hep-ph
 A. Bermúdez,math.AP,quant-ph
 A. Bernagozzi,astro-ph.EP,astro-ph.SR
 A. Bernal,astro-ph,astro-ph.HE
 A. Bernand-Mantel,cond-mat.mes-hall,math.AP
 A. Bernard,quant-ph,cond-mat.mes-hall
 A. Bernasconi,cs.LO,cond-mat.dis-nn
 A. Berndsen,astro-ph.IM,astro-ph.HE
 A. Berndt,astro-ph.SR,astro-ph.EP
 A. Berngardt,hep-ex,physics.ins-det
 A. Bernhard,astro-ph.HE,astro-ph.IM
 A. Bernui,astro-ph,astro-ph.CO
 A. Berra,physics.ins-det,physics.acc-ph
 A. Bersani,physics.ins-det,hep-ex
 A. Bershadskii,nlin.CD,astro-ph.GA
 A. Bertarini,astro-ph.HE,astro-ph.IM
 A. Berthereau,astro-ph.HE,astro-ph.CO
 A. Berti,math-ph,astro-ph.HE
 A. Bertin,hep-ph,cond-mat.mtrl-sci
 A. Bertoldi,physics.atom-ph,gr-qc
 A. Bertolini,physics.ins-det,gr-qc
 A. Berton,astro-ph,astro-ph.IM
 A. Bertrand,physics.acc-ph,cond-mat.str-el
 A. Berzins,math.AG,cond-mat.mes-hall
 A. Bessa,hep-ph,physics.ed-ph
 A. Besson,physics.ins-det,hep-ex
 A. Beth,physics.space-ph,astro-ph.EP
 A. Bethani,hep-ex,hep-ph
 A. Betti,cond-mat.mes-hall,physics.ins-det
 A. Bettini,physics.ins-det,nucl-ex
 A. Bevan,hep-ph,physics.comp-ph
 A. Bewick,astro-ph,physics.ins-det
 A. Beyer,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Bezett,cond-mat.other,cond-mat.quant-gas
 A. Bezryadin,cond-mat.supr-con,cond-mat.mes-hall
 A. Bhadra,gr-qc,astro-ph.HE
 A. Bhagwat,nucl-th,astro-ph.GA
 A. Bhanderi,physics.ins-det,hep-ex
 A. Bharathi,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Bhardwaj,astro-ph,astro-ph.SR
 A. Bhat,gr-qc,hep-ex
 A. Bhatnagar,astro-ph,hep-th
 A. Bhattacharjee,astro-ph.SR,physics.plasm-ph
 A. Bhattacharya,cond-mat.dis-nn,physics.data-an
 A. Bhattacharyay,nlin.PS,cond-mat.stat-mech
 A. Bhattacharyya,nucl-th,cond-mat.supr-con
 A. Bhullar,cond-mat.mtrl-sci,astro-ph.IM
 A. Bhuvaneswari,nlin.SI,cs.NI
 A. Biagioni,physics.ins-det,physics.acc-ph
 A. Bialek,physics.ins-det,hep-ex
 A. Biancalani,physics.plasm-ph,nlin.CD
 A. Bianchi,cond-mat.str-el,gr-qc
 A. Bianchini,astro-ph,physics.hist-ph
 A. Bianco,astro-ph.HE,astro-ph.IM
 A. Bianconi,nucl-th,nucl-ex
 A. Bibi,math.ST,cs.NI
 A. Biborski,cond-mat.supr-con,cond-mat.str-el
 A. Biekert,physics.ins-det,hep-ex
 A. Biggs,astro-ph,astro-ph.GA
 A. Bigi,hep-ex,astro-ph.IM
 A. Bigioli,physics.app-ph,astro-ph.GA
 A. Bignami,physics.acc-ph,hep-ex
 A. Bignamini,astro-ph,astro-ph.EP
 A. Bij,astro-ph.HE,astro-ph.GA
 A. Bijaoui,astro-ph,astro-ph.GA
 A. Bik,astro-ph,astro-ph.GA
 A. Bik.,astro-ph.SR,astro-ph.GA
 A. Bil,cond-mat.mtrl-sci,astro-ph.HE
 A. Biland,astro-ph,astro-ph.HE
 A. Billoire,cond-mat,cond-mat.dis-nn
 A. Bilous,astro-ph.GA,astro-ph.IM
 A. Bilusic,cond-mat.str-el,cond-mat
 A. Binetti,astro-ph.CO,gr-qc
 A. Binnenfeld,astro-ph.IM,astro-ph.GA
 A. Birch,astro-ph,hep-ph
 A. Bird,astro-ph,astro-ph.CO
 A. Biryukov,astro-ph,astro-ph.IM
 A. Bischof,cond-mat.other,cond-mat.mes-hall
 A. Bischoff,physics.ins-det,astro-ph.EP
 A. Bischoff-Kim,astro-ph,astro-ph.SR
 A. Bishop,cond-mat.mtrl-sci,astro-ph.IM
 A. Bisig,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Biswas,cond-mat.supr-con,cs.NE
 A. Bitadze,physics.ins-det,hep-ex
 A. Bittar,cond-mat.str-el,cond-mat.mtrl-sci
 A. Bittner,quant-ph,astro-ph.GA
 A. Biviano,astro-ph,astro-ph.GA
 A. Bjelis,cond-mat.str-el,cond-mat
 A. Blain,astro-ph,astro-ph.IM
 A. Blais,cond-mat.mes-hall,astro-ph.SR
 A. Blanchard,astro-ph,astro-ph.GA
 A. Blanco,nucl-ex,physics.ins-det
 A. Blasco,math.AG,astro-ph.GA
 A. Blasi,quant-ph,hep-th
 A. Blazere,astro-ph.SR,astro-ph.GA
 A. Blazevic,nucl-ex,physics.plasm-ph
 A. Blin,hep-ph,astro-ph.IM
 A. Blokesz,astro-ph.EP,astro-ph.SR
 A. Blom,cond-mat.mes-hall,physics.atom-ph
 A. Blomberg,astro-ph.HE,nucl-ex
 A. Blondel,hep-ph,hep-ex
 A. Blose,physics.ins-det,nucl-ex
 A. Blumenstein,physics.optics,cond-mat.mtrl-sci
 A. Blumenzweig,astro-ph.HE,astro-ph.IM
 A. Blumkin,cond-mat.other,cond-mat.quant-gas
 A. Boattini,astro-ph,astro-ph.SR
 A. Boboc,physics.plasm-ph,math.NA
 A. Boccaletti,astro-ph,astro-ph.EP
 A. Boccardi,physics.acc-ph,physics.plasm-ph
 A. Bocci,hep-ph,hep-ex
 A. Bochin,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Bochkarev,hep-ph,hep-lat
 A. Bock,cond-mat.supr-con,physics.plasm-ph
 A. Bodaghee,astro-ph,astro-ph.SR
 A. Boden,astro-ph,astro-ph.SR
 A. Boehle,astro-ph.GA,astro-ph.EP
 A. Boehm,astro-ph,astro-ph.GA
 A. Boehnlein,hep-ex,nucl-th
 A. Boesch,astro-ph.SR,astro-ph.IM
 A. Boettcher,math.FA,cond-mat.mtrl-sci
 A. Bogach,cond-mat.supr-con,cond-mat.str-el
 A. Bogaerts,physics.plasm-ph,physics.comp-ph
 A. Bogdan,astro-ph.CO,astro-ph.GA
 A. Bogdanov,hep-ex,physics.optics
 A. Bogris,cs.ET,physics.optics
 A. Bohe,hep-th,gr-qc
 A. Bohm,quant-ph,hep-th
 A. Bohn,astro-ph.SR,astro-ph.EP
 A. Boiano,physics.ins-det,astro-ph.IM
 A. Boisen,quant-ph,cond-mat.mes-hall
 A. Bojtor,physics.app-ph,cond-mat.mtrl-sci
 A. Bolatto,astro-ph,astro-ph.GA
 A. Boley,astro-ph.EP,astro-ph.IM
 A. Bolliand,astro-ph.CO,gr-qc
 A. Bolognini,cond-mat.mtrl-sci,astro-ph.IM
 A. Bolozdynya,astro-ph,hep-ph
 A. Bolshakov,physics.ins-det,physics.optics
 A. Bolton,astro-ph,astro-ph.CO
 A. Bombardi,cond-mat.str-el,cond-mat.mtrl-sci
 A. Bombrun,astro-ph.IM,astro-ph.GA
 A. Bonaca,astro-ph.SR,astro-ph.GA
 A. Bonaccorso,nucl-ex,physics.hist-ph
 A. Bonafede,astro-ph,astro-ph.CO
 A. Bonaldi,astro-ph,astro-ph.IM
 A. Bonaldo,q-bio.QM,q-bio.TO
 A. Bonanni,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Bonanno,astro-ph,gr-qc
 A. Bonanos,astro-ph,astro-ph.EP
 A. Bonardi,hep-ex,astro-ph.HE
 A. Bonasera,nucl-th,gr-qc
 A. Bonato,hep-ph,physics.flu-dyn
 A. Bondar,physics.ins-det,hep-ex
 A. Bondarchenko,physics.acc-ph,physics.plasm-ph
 A. Bondarenko,cond-mat.mes-hall,math.MG
 A. Bonenfant,physics.ins-det,nucl-ex
 A. Bonetti,cond-mat.mtrl-sci,cond-mat.other
 A. Bonfanti,astro-ph.GA,astro-ph.EP
 A. Bongiorno,astro-ph,astro-ph.GA
 A. Bongiovanni,astro-ph,astro-ph.GA
 A. Bonhomme,cond-mat.mes-hall,nucl-ex
 A. Bonilla,math.FA,gr-qc
 A. Bonino,astro-ph.CO,gr-qc
 A. Bonissent,astro-ph,astro-ph.CO
 A. Bonollo,hep-ph,astro-ph.HE
 A. Bononi,physics.optics,eess.SP
 A. Boogert,astro-ph.GA,astro-ph.SR
 A. Booth,physics.atom-ph,hep-ex
 A. Borak,cond-mat.other,cond-mat.mes-hall
 A. Borchers,astro-ph.CO,gr-qc
 A. Borde,gr-qc,astro-ph.CO
 A. Borg,cond-mat.mtrl-sci,astro-ph.IM
 A. Borghese,hep-th,astro-ph.HE
 A. Borgland,astro-ph,physics.ins-det
 A. Borio,hep-ph,math.NA
 A. Borisenko,cond-mat.mtrl-sci,math.DG
 A. Borisevich,physics.ins-det,cond-mat.mtrl-sci
 A. Borisov,alg-geom,quant-ph
 A. Borkum,physics.ins-det,physics.comp-ph
 A. Bornheim,hep-ex,physics.ins-det
 A. Borodin,math-ph,astro-ph.HE
 A. Borowiec,gr-qc,hep-th
 A. Borquez,gr-qc,nucl-ex
 A. Borras,quant-ph,cond-mat.mes-hall
 A. Borrielli,physics.optics,quant-ph
 A. Borrás,quant-ph,cond-mat.mtrl-sci
 A. Bosak,cond-mat.mtrl-sci,cond-mat.str-el
 A. Bosca,physics.ins-det,astro-ph.IM
 A. Boscaggin,math.CA,math.AP
 A. Boscaleri,astro-ph,astro-ph.IM
 A. Boschetti,physics.optics,hep-ex
 A. Boscá,astro-ph.CO,physics.ins-det
 A. Bose,cond-mat.mtrl-sci,physics.plasm-ph
 A. Boselli,astro-ph,astro-ph.GA
 A. Bosh,astro-ph.EP,nucl-ex
 A. Bosin,cond-mat.mtrl-sci,cond-mat.supr-con
 A. Bosma,astro-ph,astro-ph.GA
 A. Bossak,cond-mat.str-el,cond-mat.supr-con
 A. Bostan,math-ph,cs.SC
 A. Boston,nucl-ex,hep-ex
 A. Bostroem,astro-ph.GA,astro-ph.HE
 A. Bostwick,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Bottani,astro-ph.HE,astro-ph.IM
 A. Botteon,astro-ph.HE,astro-ph.CO
 A. Botti,astro-ph.IM,hep-ex
 A. Bottino,hep-ph,physics.plasm-ph
 A. Botvina,nucl-ex,physics.ins-det
 A. Boubekri,cond-mat.soft,cond-mat.mtrl-sci
 A. Boucaud,astro-ph.GA,astro-ph.IM
 A. Bouchard,astro-ph,astro-ph.GA
 A. Bouchez,astro-ph,astro-ph.GA
 A. Bouchta,physics.plasm-ph,astro-ph.IM
 A. Bouda,quant-ph,gr-qc
 A. Boudard,nucl-ex,nucl-th
 A. Boudon,astro-ph.HE,gr-qc
 A. Bouhelier,quant-ph,cond-mat.mes-hall
 A. Bouketir,cond-mat.other,nlin.PS
 A. Boumali,hep-th,math-ph
 A. Boumerdassi,astro-ph.CO,astro-ph.HE
 A. Bounab,astro-ph.IM,physics.ins-det
 A. Bouquet,astro-ph,astro-ph.EP
 A. Bouras Moreno Sanchez,astro-ph.SR,astro-ph.GA
 A. Bourget,math.CA,math.SP
 A. Bourque,hep-ph,cond-mat.str-el
 A. Bouvier,astro-ph.HE,astro-ph.EP
 A. Bovier,math.PR,cond-mat
 A. Boyarsky,gr-qc,hep-ex
 A. Boyle,astro-ph,astro-ph.EP
 A. Bozkurt,astro-ph.IM,physics.ins-det
 A. Bradley,astro-ph,astro-ph.SR
 A. Bragaglia,astro-ph,astro-ph.SR
 A. Bragagnolo,hep-ph,hep-ex
 A. Braggiotti,physics.ins-det,hep-ex
 A. Braghieri,nucl-ex,hep-ex
 A. Braides,math.FA,math.AP
 A. Bramley,astro-ph.CO,astro-ph.HE
 A. Branch,astro-ph.IM,gr-qc
 A. Brandeker,astro-ph,astro-ph.EP
 A. Brandenburg,astro-ph,astro-ph.HE
 A. Brandonisio,astro-ph.HE,astro-ph.IM
 A. Braslau,cond-mat.soft,physics.flu-dyn
 A. Brassington,cond-mat.mtrl-sci,cond-mat.str-el
 A. Braun,cond-mat.dis-nn,physics.atom-ph
 A. Braunstein,cs.CC,q-bio.PE
 A. Bravin,physics.soc-ph,physics.app-ph
 A. Bravo,math.AG,math.AC
 A. Bray,cond-mat.quant-gas,physics.atom-ph
 A. Brazier,astro-ph,astro-ph.HE
 A. Breeveld,astro-ph,astro-ph.HE
 A. Breneman,physics.space-ph,astro-ph.SR
 A. Breskin,physics.ins-det,hep-ex
 A. Bressan,astro-ph,astro-ph.SR
 A. Brez,astro-ph,astro-ph.HE
 A. Bridzius,astro-ph,astro-ph.GA
 A. Bridžius,astro-ph.GA,astro-ph.EP
 A. Brigatti,physics.ins-det,physics.data-an
 A. Briggs,cond-mat.supr-con,physics.optics
 A. Brillante,cond-mat.mtrl-sci,cond-mat.other
 A. Bringer,cond-mat.stat-mech,cond-mat.mes-hall
 A. Brinkman,cond-mat.str-el,physics.ed-ph
 A. Britting,physics.ins-det,nucl-ex
 A. Brizius,astro-ph.CO,astro-ph.IM
 A. Broderick,astro-ph,astro-ph.GA
 A. Brodolin,hep-ex,physics.ins-det
 A. Broggi,cs.AI,cond-mat.mtrl-sci
 A. Brogna,astro-ph.IM,astro-ph.HE
 A. Brolis,quant-ph,physics.atom-ph
 A. Brondi,physics.ins-det,physics.acc-ph
 A. Bronfort,physics.flu-dyn,cond-mat.soft
 A. Broniatowski,astro-ph,hep-ph
 A. Brooks,gr-qc,astro-ph
 A. Brossard,astro-ph.IM,physics.ins-det
 A. Brotas,physics.gen-ph,physics.ed-ph
 A. Broughton,math.AG,astro-ph.CO
 A. Browaeys,quant-ph,cond-mat.quant-gas
 A. Brown,astro-ph,hep-ex
 A. Brucalassi,astro-ph.EP,astro-ph.IM
 A. Bruce,astro-ph.SR,nucl-ex
 A. Bruch,astro-ph,astro-ph.SR
 A. Bruchhausen,cond-mat.str-el,cond-mat.mes-hall
 A. Brudnyi,math.CV,math.FA
 A. Brummitt,hep-ph,astro-ph.HE
 A. Bruni,hep-ph,physics.ins-det
 A. Brunini,gr-qc,astro-ph.EP
 A. Bruno,astro-ph,quant-ph
 A. Brunthaler,astro-ph,astro-ph.GA
 A. Brühl,cond-mat.stat-mech,cond-mat.str-el
 A. Brünle,nucl-ex,astro-ph.IM
 A. Buccola,physics.ins-det,nucl-ex
 A. Buchleitner,physics.atom-ph,quant-ph
 A. Buchsteiner,cond-mat.str-el,cond-mat.mtrl-sci
 A. Buck,hep-ph,physics.acc-ph
 A. Budzanowski,nucl-ex,physics.ins-det
 A. Bueno,hep-ph,astro-ph.HE
 A. Buffington,astro-ph,astro-ph.SR
 A. Buhot,cond-mat.dis-nn,cond-mat.stat-mech
 A. Buikema,astro-ph.HE,gr-qc
 A. Buium,alg-geom,math.NT
 A. Bulgarelli,astro-ph,astro-ph.HE
 A. Buling,cond-mat.mtrl-sci,cond-mat.supr-con
 A. Bullington,gr-qc,astro-ph
 A. Bunde,cond-mat.dis-nn,physics.ao-ph
 A. Bundock,physics.ins-det,hep-ex
 A. Bungau,physics.acc-ph,hep-ex
 A. Bunker,astro-ph,astro-ph.GA
 A. Bunkowski,physics.optics,gr-qc
 A. Bunyatyan,hep-ph,hep-ex
 A. Buonanno,hep-lat,gr-qc
 A. Buonocore,q-bio.BM,q-bio.NC
 A. Burchianti,physics.atom-ph,cond-mat.quant-gas
 A. Burden,astro-ph.CO,astro-ph.GA
 A. Burgasser,astro-ph,astro-ph.SR
 A. Burger,astro-ph,physics.ins-det
 A. Burgman,astro-ph.HE,hep-ex
 A. Burgmeier,astro-ph.CO,hep-ex
 A. Burinskii,gr-qc,hep-th
 A. Burker,physics.ins-det,physics.med-ph
 A. Burkert,astro-ph,astro-ph.GA
 A. Burkhardt,cond-mat.mtrl-sci,astro-ph.GA
 A. Burlacu,astro-ph.SR,astro-ph.GA
 A. Buron,astro-ph.IM,astro-ph.SR
 A. Burrow,astro-ph.HE,astro-ph.SR
 A. Burrows,astro-ph,astro-ph.GA
 A. Burshtein,cond-mat.str-el,cond-mat.supr-con
 A. Bursi,gr-qc,astro-ph.IM
 A. Burton,astro-ph.GA,astro-ph.IM
 A. Buryak,math-ph,math.AG
 A. Bush,cond-mat.str-el,math.CO
 A. Busse,nlin.CD,physics.flu-dyn
 A. Bussolotti,astro-ph,physics.gen-ph
 A. Butenko,cond-mat.mes-hall,physics.acc-ph
 A. Butera,cond-mat,cond-mat.mtrl-sci
 A. Butler,astro-ph.CO,physics.optics
 A. Buttacavoli,physics.ins-det,physics.atom-ph
 A. Buttari,astro-ph.IM,math.OC
 A. Butykai,physics.bio-ph,physics.ins-det
 A. Buzmakov,physics.med-ph,cs.CV
 A. Buzulutskov,physics.ins-det,astro-ph.HE
 A. Buzzo,hep-ex,physics.ins-det
 A. Bychkov,nucl-ex,physics.ins-det
 A. Bykadorova Telles,hep-ex,physics.ins-det
 A. Bykov,astro-ph,math.DG
 A. Bylinkin,cond-mat.mes-hall,physics.ins-det
 A. Bystryakov,nucl-ex,hep-ex
 A. Bytsko,math.QA,hep-th
 A. Bzdak,hep-ph,hep-ex
 A. Báez-Rubio,astro-ph.GA,astro-ph.SR
 A. Bäcker,cond-mat.mes-hall,chao-dyn
 A. Béché,physics.optics,physics.app-ph
 A. Bérard,hep-th,quant-ph
 A. Bókon,astro-ph.EP,astro-ph.SR
 A. Böhm,astro-ph,astro-ph.GA
 A. Böhmer,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Böhrer,hep-ex,hep-ph
 A. Börner,astro-ph.IM,astro-ph.EP
 A. Błaut,gr-qc,hep-ph
 A. C,math.OC,cs.LG
 A. C. -L. Chian,astro-ph.GA,physics.plasm-ph
 A. C. A. Boogert,astro-ph,astro-ph.SR
 A. C. Adwin Boogert,astro-ph,astro-ph.SR
 A. C. Aguilar,hep-ph,nucl-ex
 A. C. Alvarez,math.AP,cond-mat.mtrl-sci
 A. C. Andersen,astro-ph,astro-ph.GA
 A. C. Antoulas,math.NA,math.DS
 A. C. Assis Jesus,astro-ph.HE,astro-ph.IM
 A. C. Barbosa,physics.optics,quant-ph
 A. C. Bartnik,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. C. Baylor,astro-ph.HE,gr-qc
 A. C. Becker,astro-ph,astro-ph.EP
 A. C. Bertuola,math-ph,cond-mat.stat-mech
 A. C. Birch,astro-ph,astro-ph.SR
 A. C. Bleszynski Jayich,cond-mat.other,cond-mat.mes-hall
 A. C. Boccara,cond-mat.dis-nn,physics.bio-ph
 A. C. Boley,astro-ph,astro-ph.EP
 A. C. Bostrom,astro-ph.GA,astro-ph.HE
 A. C. Bovik,cs.CV,eess.IV
 A. C. C. Coolen,cond-mat.dis-nn,stat.ME
 A. C. C. Drachmann,cond-mat.mtrl-sci,cond-mat.supr-con
 A. C. C. Lourenço,astro-ph.HE,astro-ph.CO
