author,cat_earliest,cat_latest
 A. F. Díaz,astro-ph.HE,hep-ex
 A. F. F. Teixeira,astro-ph,math.CV
 A. F. Fang,cond-mat.str-el,cond-mat.supr-con
 A. F. Fantina,astro-ph,astro-ph.HE
 A. F. Franco,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. F. G. van der Meer,cond-mat.mes-hall,astro-ph.GA
 A. F. Garcia,gr-qc,hep-ph
 A. F. Garcia-Flores,cond-mat.mes-hall,cond-mat.str-el
 A. F. Goncharov,cond-mat.supr-con,cond-mat.other
 A. F. Grillo,hep-lat,astro-ph.HE
 A. F. Grishin,math.CA,math.CV
 A. F. Habib,physics.plasm-ph,physics.acc-ph
 A. F. Heavens,astro-ph,astro-ph.CO
 A. F. Hebard,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. F. Helmling-Cornell,astro-ph.HE,gr-qc
 A. F. Ho,cond-mat.soft,cond-mat.str-el
 A. F. Isakovic,cond-mat,cond-mat.mes-hall
 A. F. Iyudin,astro-ph,astro-ph.HE
 A. F. Izquierdo,astro-ph.GA,astro-ph.EP
 A. F. J. Levi,physics.optics,eess.IV
 A. F. J. Moffat,astro-ph,astro-ph.HE
 A. F. Jones,astro-ph,astro-ph.SR
 A. F. Kemper,cond-mat.supr-con,quant-ph
 A. F. Kholtygin,astro-ph,astro-ph.SR
 A. F. Kirichenko,cs.AR,cond-mat.supr-con
 A. F. Koenderink,cond-mat.other,physics.optics
 A. F. Kord,hep-ph,nucl-th
 A. F. Kravets,nlin.AO,cond-mat.mes-hall
 A. F. L. Bluck,astro-ph.CO,astro-ph.GA
 A. F. Lanza,astro-ph,astro-ph.EP
 A. F. Leder,physics.ins-det,hep-ex
 A. F. Li,astro-ph,astro-ph.HE
 A. F. Lifschitz,physics.plasm-ph,physics.acc-ph
 A. F. Lisetskiy,nucl-ex,nucl-th
 A. F. Loenen,astro-ph,astro-ph.GA
 A. F. López-Lopera,stat.ML,stat.ME
 A. F. M. Costa,astro-ph,astro-ph.SR
 A. F. M. Fiorenzano,astro-ph.EP,astro-ph.SR
 A. F. M. Shahab Uddin,cs.LG,cs.CV
 A. F. M. Sultanul Kabir,cs.NI,cs.CR
 A. F. Maksimov,astro-ph,astro-ph.SR
 A. F. Marino,astro-ph,astro-ph.GA
 A. F. Mark,cond-mat.mtrl-sci,cond-mat.str-el
 A. F. Marshall,cond-mat.supr-con,cond-mat.str-el
 A. F. Martinez Fiorenzano,astro-ph,astro-ph.EP
 A. F. Martìnez Fiorenzano,astro-ph.SR,astro-ph.EP
 A. F. Martínez Fiorenzano,astro-ph.SR,astro-ph.EP
 A. F. May,cond-mat.mtrl-sci,cond-mat.str-el
 A. F. Morabito,physics.app-ph,eess.SY
 A. F. Morais,physics.comp-ph,cond-mat.supr-con
 A. F. Mulone,astro-ph.SR,astro-ph.GA
 A. F. Nowakowski,math-ph,cond-mat.stat-mech
 A. F. Oliveira,astro-ph.SR,eess.SP
 A. F. Os'kin,math.QA,hep-ph
 A. F. Pacheco,nlin.AO,cond-mat.stat-mech
 A. F. Pikelner,hep-ph,hep-th
 A. F. Pranevich,math.CA,math.DS
 A. F. Ptak,astro-ph,astro-ph.GA
 A. F. Punanova,astro-ph.HE,astro-ph.GA
 A. F. R de Toledo Piza,nucl-th,quant-ph
 A. F. R. de Toledo Piza,cond-mat.soft,nucl-th
 A. F. Rajoelimanana,astro-ph.SR,astro-ph.GA
 A. F. Ranada,hep-th,physics.class-ph
 A. F. Rappazzo,astro-ph,astro-ph.SR
 A. F. Reyes-Lega,quant-ph,math-ph
 A. F. Rigosi,cond-mat.str-el,cond-mat.mes-hall
 A. F. Rojas,astro-ph.HE,astro-ph.GA
 A. F. Rozenfeld,q-bio.PE,cond-mat.stat-mech
 A. F. Saavedra,hep-ex,physics.ins-det
 A. F. Sadreev,cond-mat.other,physics.optics
 A. F. Santander-Syro,cond-mat.supr-con,cond-mat.str-el
 A. F. Santos,hep-th,gr-qc
 A. F. Shevchun,cond-mat.supr-con,cond-mat.mes-hall
 A. F. Silva,astro-ph.IM,astro-ph.EP
 A. F. Stassen,cond-mat.mtrl-sci,cond-mat.other
 A. F. Steklain,astro-ph,hep-ex
 A. F. Tennant,astro-ph,astro-ph.HE
 A. F. Torres,astro-ph,astro-ph.SR
 A. F. Tzortzakakis,cond-mat.supr-con,cond-mat.quant-gas
 A. F. Urquijo-Rodríguez,cond-mat.stat-mech,math.OC
 A. F. V. Cortez,physics.ins-det,astro-ph.IM
 A. F. Vakakis,cond-mat.soft,nlin.PS
 A. F. Vakulenko,math-ph,math.FA
 A. F. Valeev,astro-ph.CO,astro-ph.SR
 A. F. Yanin,astro-ph,astro-ph.HE
 A. F. Yuan,astro-ph,astro-ph.HE
 A. F. Zakharov,astro-ph,astro-ph.GA
 A. F. Zarnecki,hep-ph,hep-ex
 A. F. de Lima,hep-th,math-ph
 A. F. van Loo,cond-mat.supr-con,cond-mat.mes-hall
 A. Fabbri,hep-th,cond-mat.quant-gas
 A. Faber,physics.atom-ph,quant-ph
 A. Fabian,astro-ph,astro-ph.HE
 A. Fabich,physics.ins-det,hep-ex
 A. Fabricio Albuquerque,cond-mat.other,cond-mat.str-el
 A. Fabrizi,physics.app-ph,nucl-ex
 A. Fabrocini,nucl-th,cond-mat
 A. Facchini,nlin.CD,astro-ph.GA
 A. Fadavi Roudsari,cond-mat.supr-con,quant-ph
 A. Faessler,nucl-th,hep-th
 A. Fahim,hep-ex,cs.SD
 A. Fainstein,cond-mat,cond-mat.other
 A. Faisst,astro-ph.CO,astro-ph.GA
 A. Falabella,physics.ins-det,hep-ex
 A. Falcone,astro-ph,hep-ex
 A. Falduto,nucl-ex,physics.ins-det
 A. Falkenstein,cond-mat.mtrl-sci,physics.app-ph
 A. Falkowski,hep-th,physics.ins-det
 A. Fallahi,physics.optics,physics.acc-ph
 A. Faltenbacher,astro-ph,astro-ph.GA
 A. Falvard,astro-ph,astro-ph.HE
 A. Fan,astro-ph.CO,hep-ex
 A. Fanfani,cs.DC,hep-ex
 A. Fang,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Fannjiang,math-ph,eess.IV
 A. Fantina,astro-ph.IM,nucl-th
 A. Fantini,astro-ph,nucl-ex
 A. Fantoni,hep-ph,hep-ex
 A. Fara,astro-ph.IM,astro-ph.HE
 A. Farahani,cond-mat.str-el,astro-ph.EP
 A. Farbin,hep-ex,physics.ins-det
 A. Farguell,math.NA,cs.LG
 A. Farhan,cond-mat.mes-hall,cond-mat.str-el
 A. Farhang,astro-ph.SR,astro-ph.GA
 A. Farhat,math.AP,gr-qc
 A. Faribault,cond-mat.stat-mech,math-ph
 A. Farid,physics.optics,physics.ins-det
 A. Farilla,hep-ex,hep-ph
 A. Farina,math.AP,astro-ph.HE
 A. Farkas,physics.ed-ph,cond-mat.mtrl-sci
 A. Farkas-Takács,astro-ph.SR,astro-ph.EP
 A. Farokhtabar,gr-qc,hep-th
 A. Farooq,physics.optics,physics.flu-dyn
 A. Farrell,cond-mat.quant-gas,stat.ME
 A. Farricker,physics.acc-ph,hep-ex
 A. Farrugia,math.CO,hep-ex
 A. Farutin,physics.bio-ph,cond-mat.soft
 A. Fasoli,cond-mat.mes-hall,physics.plasm-ph
 A. Fasolino,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Fasso',hep-ph,hep-ex
 A. Fassò,nucl-th,astro-ph.HE
 A. Fattorini,astro-ph.GA,astro-ph.HE
 A. Faulkner,astro-ph,astro-ph.IM
 A. Faure,astro-ph,physics.acc-ph
 A. Faus Golfe,physics.acc-ph,hep-ex
 A. Faus-Golfe,hep-ph,physics.acc-ph
 A. Fausti,astro-ph,astro-ph.IM
 A. Fava,hep-ph,hep-ex
 A. Favaro,physics.class-ph,astro-ph.SR
 A. Fave,cond-mat.other,cond-mat.mtrl-sci
 A. Fay,cond-mat.supr-con,cond-mat.mes-hall
 A. Fazzi,physics.plasm-ph,astro-ph.HE
 A. Fazzio,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Fechtchenko,hep-ex,physics.ins-det
 A. Federici,physics.bio-ph,physics.gen-ph
 A. Fediunin,nucl-ex,hep-ex
 A. Fedorov,hep-ex,cond-mat.mtrl-sci
 A. Fedorova,math.DG,astro-ph.EP
 A. Fedotov,physics.acc-ph,hep-ph
 A. Fedrizzi,quant-ph,physics.app-ph
 A. Fefferman,physics.app-ph,cond-mat.mes-hall
 A. Feher,cond-mat.str-el,cond-mat.supr-con
 A. Feigel,q-bio.PE,physics.soc-ph
 A. Feiguin,cond-mat.quant-gas,cond-mat.str-el
 A. Feinstein,hep-th,gr-qc
 A. Feist,physics.optics,quant-ph
 A. Felden,physics.ins-det,nucl-ex
 A. Feldmeier,astro-ph,astro-ph.SR
 A. Feliciello,nucl-ex,physics.ins-det
 A. Felipe,physics.optics,math.ST
 A. Fella,physics.ins-det,hep-ex
 A. Fente,cond-mat.mtrl-sci,cond-mat.supr-con
 A. Fenyuk,hep-ph,physics.ins-det
 A. Fenyvesi,nucl-ex,physics.plasm-ph
 A. Fenzl,physics.optics,quant-ph
 A. Feoktystov,cond-mat.mtrl-sci,cond-mat.str-el
 A. Feoli,hep-th,astro-ph.GA
 A. Feret,astro-ph.IM,astro-ph.CO
 A. Ferguson,astro-ph,cond-mat.mes-hall
 A. Fern'andez Galiana,gr-qc,astro-ph.HE
 A. Fernandes,math.AG,astro-ph.HE
 A. Fernandez,physics.comp-ph,physics.ins-det
 A. Fernandez Tellez,hep-ph,hep-ex
 A. Fernandez Téllez,nucl-th,hep-ex
 A. Fernandez-Barral,astro-ph.HE,hep-ex
 A. Fernandez-Galiana,gr-qc,astro-ph.HE
 A. Fernandez-Soto,astro-ph,astro-ph.CO
 A. Fernandez-Tellez,hep-ex,hep-ph
 A. Fernando,astro-ph.SR,astro-ph.HE
 A. Fernández,quant-ph,astro-ph.IM
 A. Fernández Galiana,physics.optics,astro-ph.IM
 A. Fernández Prieto,physics.med-ph,physics.ins-det
 A. Fernández Téllez,physics.ins-det,hep-ex
 A. Fernández-Martín,astro-ph.GA,astro-ph.EP
 A. Fernández-Medina,astro-ph.IM,astro-ph.SR
 A. Fernández-Pacheco,cond-mat.mes-hall,physics.app-ph
 A. Fernández-Pérez,quant-ph,math.AG
 A. Fernández-Soto,astro-ph,astro-ph.GA
 A. Ferragut,math.CA,math.DS
 A. Ferrando,math-ph,physics.optics
 A. Ferrante,math.OC,quant-ph
 A. Ferrara,astro-ph,astro-ph.GA
 A. Ferrari,hep-ph,hep-ex
 A. Ferraro,quant-ph,physics.ins-det
 A. Ferraz,cond-mat.str-el,physics.class-ph
 A. Ferreira,quant-ph,cond-mat.mtrl-sci
 A. Ferreira da Silva,physics.comp-ph,cond-mat.mtrl-sci
 A. Ferreri,physics.optics,quant-ph
 A. Ferrero,nucl-ex,astro-ph.EP
 A. Ferretti,nucl-ex,physics.ins-det
 A. Ferri,astro-ph.IM,physics.ins-det
 A. Ferrier,physics.optics,cond-mat.mtrl-sci
 A. Ferte,astro-ph.CO,astro-ph.GA
 A. Fertman,nucl-ex,physics.ins-det
 A. Fery,cond-mat.soft,physics.optics
 A. Festanti,nucl-ex,physics.ins-det
 A. Fey,math-ph,astro-ph.IM
 A. Fialkov,astro-ph.GA,astro-ph.IM
 A. Fiasconaro,cond-mat.stat-mech,cond-mat.soft
 A. Fiasson,astro-ph,astro-ph.HE
 A. Fichtner,physics.med-ph,physics.optics
 A. Fieguth,astro-ph.IM,physics.ins-det
 A. Fielicke,physics.atm-clus,physics.atom-ph
 A. Fienga,gr-qc,astro-ph.GA
 A. Fierro,cond-mat.stat-mech,cond-mat.soft
 A. Figotin,math.AP,physics.optics
 A. Figueiredo,gr-qc,math.DS
 A. Filevich,astro-ph,astro-ph.IM
 A. Filinov,cond-mat.stat-mech,physics.comp-ph
 A. Filipcic,astro-ph,astro-ph.HE
 A. Filipp,astro-ph.IM,astro-ph.CO
 A. Filippetti,cond-mat.mes-hall,cond-mat.str-el
 A. Filipponi,cond-mat.dis-nn,astro-ph.CO
 A. Filippov,cond-mat.stat-mech,cond-mat.supr-con
 A. Finch,hep-ph,physics.ins-det
 A. Finco,cond-mat.str-el,cond-mat.mtrl-sci
 A. Fink,astro-ph.SR,physics.ao-ph
 A. Finkler,cond-mat.mes-hall,quant-ph
 A. Finoguenov,astro-ph,astro-ph.GA
 A. Fiore,physics.ins-det,astro-ph.HE
 A. Fioretti,physics.atom-ph,cond-mat.mtrl-sci
 A. Fischer,physics.ins-det,cs.CL
 A. Fish,math.DS,math.CO
 A. Fisher,physics.acc-ph,astro-ph.SR
 A. Fitch,cond-mat.supr-con,cond-mat.str-el
 A. Fitzsimmons,astro-ph,astro-ph.EP
 A. Fix,nucl-th,nucl-ex
 A. Flachi,hep-ph,hep-th
 A. Flammini,cond-mat.stat-mech,physics.ins-det
 A. Flandes,astro-ph.HE,astro-ph.IM
 A. Fleischmann,hep-ex,nucl-ex
 A. Fleming,physics.flu-dyn,physics.optics
 A. Fleszar,cond-mat.mtrl-sci,cond-mat.str-el
 A. Fletcher,astro-ph,math.CV
 A. Flores,physics.geo-ph,cs.IT
 A. Flores-Riveros,astro-ph,quant-ph
 A. Floris,cond-mat.supr-con,astro-ph.GA
 A. Flower,astro-ph.CO,physics.ins-det
 A. Fludra,astro-ph.SR,astro-ph.IM
 A. Fluerasu,cond-mat.mtrl-sci,cond-mat.soft
 A. Flórez,math.GR,math.DG
 A. Foerster,cond-mat.stat-mech,cond-mat.quant-gas
 A. Foertig,cond-mat.mtrl-sci,physics.app-ph
 A. Fognini,quant-ph,physics.app-ph
 A. Fokin,astro-ph,astro-ph.SR
 A. Foland,hep-ph,hep-ex
 A. Foley,astro-ph,cond-mat.mtrl-sci
 A. Fomin,nucl-ex,hep-ex
 A. Fonarev,cond-mat.dis-nn,math.KT
 A. Fondacci,physics.ins-det,hep-ex
 A. Fondado,cond-mat.mtrl-sci,cond-mat.other
 A. Fonseca,nucl-th,quant-ph
 A. Font-Ribera,astro-ph,astro-ph.CO
 A. Fontana,astro-ph,astro-ph.GA
 A. Fontcuberta i Morral,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Forbes,quant-ph,physics.optics
 A. Forcina,math.ST,econ.GN
 A. Ford,quant-ph,physics.space-ph
 A. Forget,cond-mat.supr-con,cond-mat.str-el
 A. Formenti,physics.plasm-ph,hep-ex
 A. Formica,hep-ex,physics.ins-det
 A. Formozov,physics.ins-det,hep-ex
 A. Forster,astro-ph,astro-ph.HE
 A. Fort,cond-mat.mes-hall,astro-ph.IM
 A. Fortes,astro-ph.IM,astro-ph.CO
 A. Forti,cs.DC,hep-ex
 A. Fortier,astro-ph,astro-ph.EP
 A. Fortunelli,cond-mat.mes-hall,cond-mat.supr-con
 A. Foster,astro-ph,astro-ph.CO
 A. Fothergill,cond-mat.mes-hall,physics.acc-ph
 A. Foti,nucl-th,astro-ph.IM
 A. Fotiadis,math.AP,math.DG
 A. Fouad,gr-qc,astro-ph.HE
 A. Fournier,hep-ex,astro-ph.SR
 A. Foussat,hep-ex,physics.acc-ph
 A. Fowler,quant-ph,physics.acc-ph
 A. Fox,astro-ph.IM,astro-ph.GA
 A. Fragner,nucl-ex,cond-mat.mes-hall
 A. Fragoso,astro-ph.IM,astro-ph.EP
 A. Fraile,cond-mat.str-el,cond-mat.mtrl-sci
 A. Fraisse,astro-ph,astro-ph.CO
 A. Franceschetti,cond-mat.mtrl-sci,cond-mat
 A. Franceschi,astro-ph.IM,physics.ins-det
 A. Franceschini,astro-ph,astro-ph.HE
 A. Franciosi,cond-mat.supr-con,hep-ph
 A. Francis,astro-ph,hep-ph
 A. Francisco Neto,hep-th,quant-ph
 A. Franco,cond-mat.mtrl-sci,astro-ph.GA
 A. Frank,astro-ph,physics.ins-det
 A. Franke,cond-mat.mtrl-sci,astro-ph.HE
 A. Frankenthal,physics.ins-det,hep-ex
 A. Frankowski,astro-ph,astro-ph.IM
 A. Franquet,cond-mat.mtrl-sci,quant-ph
 A. Franzen,quant-ph,physics.ins-det
 A. Frasca,astro-ph,astro-ph.SR
 A. Fraser-McKelvie,astro-ph.CO,astro-ph.GA
 A. Frassati,astro-ph.CO,astro-ph.GA
 A. Fratangelo,hep-ex,physics.ins-det
 A. Frazzitta,physics.acc-ph,physics.plasm-ph
 A. Frebel,astro-ph,astro-ph.SR
 A. Freddie Page,cond-mat.mes-hall,physics.app-ph
 A. Fregosi,physics.atom-ph,cond-mat.quant-gas
 A. Frei,cond-mat.mtrl-sci,physics.ins-det
 A. Freitas,hep-ph,hep-ex
 A. Frejsel,hep-ph,astro-ph.CO
 A. French,nucl-ex,physics.ins-det
 A. Frenzel,cond-mat.str-el,cond-mat.mtrl-sci
 A. Frey,hep-ph,hep-ex
 A. Freyberger,nucl-ex,physics.acc-ph
 A. Friedland,astro-ph.CO,hep-ex
 A. Friedman,astro-ph,astro-ph.CO
 A. Friedrich,cond-mat.str-el,cond-mat.mtrl-sci
 A. Friesen,nucl-th,hep-ph
 A. Frigo,astro-ph,astro-ph.SR
 A. Fritz,astro-ph,hep-ex
 A. Frolov,astro-ph.CO,astro-ph.IM
 A. Fronzetti Colladon,cs.SE,cs.CL
 A. Fruchter,astro-ph,astro-ph.GA
 A. Fruscione,astro-ph,astro-ph.HE
 A. Fry,cond-mat.mtrl-sci,physics.optics
 A. Frydman,cond-mat.mes-hall,cond-mat.supr-con
 A. Fubini,cond-mat.supr-con,nucl-ex
 A. Fucci,hep-lat,hep-ex
 A. Fuchs,physics.ins-det,physics.flu-dyn
 A. Fuente,astro-ph,astro-ph.GA
 A. Fuentes,physics.ao-ph,astro-ph.HE
 A. Fuerbach,astro-ph.IM,cond-mat.mtrl-sci
 A. Fuhrmanek,quant-ph,cond-mat.quant-gas
 A. Fuhrmann,cond-mat.str-el,cond-mat.mes-hall
 A. Fujii,hep-th,astro-ph.IM
 A. Fujiki,math.AG,math.DG
 A. Fujita,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Fujiwara,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Fukasawa,physics.ins-det,physics.acc-ph
 A. Fukui,hep-ex,astro-ph.EP
 A. Fukusawa,physics.plasm-ph,physics.acc-ph
 A. Fukushima,cond-mat.mtrl-sci,physics.app-ph
 A. Fullerton,astro-ph,astro-ph.SR
 A. Fulop,hep-ex,quant-ph
 A. Fulst,physics.ins-det,nucl-ex
 A. Furniss,astro-ph,astro-ph.HE
 A. Furrer,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Fursina,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Furusaki,cond-mat.mes-hall,cond-mat.str-el
 A. Furuzawa,astro-ph,astro-ph.IM
 A. Fushishita,astro-ph,astro-ph.EP
 A. Fuster,gr-qc,astro-ph.HE
 A. Fuzfa,astro-ph,gr-qc
 A. Fétida,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Fête,cond-mat.str-el,cond-mat.supr-con
 A. Föhlisch,cond-mat.mtrl-sci,physics.ins-det
 A. Förster,nucl-ex,astro-ph.HE
 A. Füzfa,astro-ph,gr-qc
 A. G. A. Brown,astro-ph,astro-ph.EP
 A. G. Abac,astro-ph.HE,gr-qc
 A. G. Abanov,cond-mat.str-el,hep-th
 A. G. Admiranto,astro-ph.SR,astro-ph.IM
 A. G. Afonin,hep-ex,physics.acc-ph
 A. G. Agnese,astro-ph,hep-th
 A. G. Agocs,physics.ins-det,hep-ex
 A. G. Akhperjanian,astro-ph,astro-ph.HE
 A. G. Aksenov,physics.plasm-ph,astro-ph
 A. G. Aksoy,math.MG,math.FA
 A. G. Andreev,cond-mat.mtrl-sci,physics.ao-ph
 A. G. Balanov,cond-mat.other,quant-ph
 A. G. Balasubramanian,physics.flu-dyn,cond-mat.soft
 A. G. Barriuso,physics.optics,cond-mat.stat-mech
 A. G. Basden,astro-ph,astro-ph.IM
 A. G. Beda,nucl-ex,hep-ex
 A. G. Bedregal,astro-ph,astro-ph.CO
 A. G. Bogdanov,astro-ph,astro-ph.HE
 A. G. Borisov,cond-mat.other,cond-mat.mtrl-sci
 A. G. Boudouvis,math.DS,physics.app-ph
 A. G. Buchan,physics.comp-ph,cs.CE
 A. G. Buckley,hep-ex,hep-ph
 A. G. Butkevich,astro-ph.SR,astro-ph.GA
 A. G. Campos,physics.comp-ph,quant-ph
 A. G. Cavalcanti,hep-th,astro-ph.CO
 A. G. Cherstvy,cond-mat.soft,cond-mat.stat-mech
 A. G. Cocco,astro-ph,hep-ex
 A. G. Cohen,astro-ph,hep-ph
 A. G. Cohn,q-bio.OT,q-bio.NC
 A. G. Davies,cond-mat.mes-hall,quant-ph
 A. G. Del Maestro,cond-mat.stat-mech,cond-mat.dis-nn
 A. G. Delannoy,hep-ex,physics.ins-det
 A. G. Dolbilov,hep-ph,physics.ins-det
 A. G. Dolgolenko,hep-ex,physics.ins-det
 A. G. Doroshkevich,astro-ph,astro-ph.CO
 A. G. Eaton,cond-mat.str-el,cond-mat.supr-con
 A. G. Eguiluz,cond-mat.mtrl-sci,cond-mat.str-el
 A. G. Elashvili,math.RT,math.HO
 A. G. Emslie,astro-ph,astro-ph.SR
 A. G. F. Garcia,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. G. Ferrari,astro-ph.CO,astro-ph.GA
 A. G. Flesia,stat.AP,stat.ME
 A. G. G. M Tielens,astro-ph,astro-ph.GA
 A. G. G. M. Tielens,astro-ph,astro-ph.GA
 A. G. Galstyan,cond-mat,physics.atom-ph
 A. G. Gamzatov,cond-mat.mtrl-sci,cond-mat.str-el
 A. G. Garcia,cs.IT,physics.chem-ph
 A. G. Ghazaryan,physics.atom-ph,cond-mat.mes-hall
 A. G. Gibb,astro-ph,astro-ph.GA
 A. G. Ginsburg,astro-ph,astro-ph.GA
 A. G. Gorinov,math.GT,math.AG
 A. G. Goulart,physics.ao-ph,physics.flu-dyn
 A. G. Green,cond-mat.supr-con,cond-mat.stat-mech
 A. G. Groshev,cond-mat.mes-hall,cond-mat.supr-con
 A. G. Gutaev,astro-ph.SR,astro-ph.HE
 A. G. Hanselman,astro-ph.HE,gr-qc
 A. G. Hawkes,q-fin.ST,math.PR
 A. G. Hayrapetyan,quant-ph,physics.atom-ph
 A. G. Hernandez,gr-qc,astro-ph.HE
 A. G. Hughes,astro-ph.EP,astro-ph.SR
 A. G. Izergin,cond-mat,solv-int
 A. G. J. van Leeuwen,astro-ph,astro-ph.IM
 A. G. Jensen,astro-ph.EP,astro-ph.GA
 A. G. Johnpillai,math-ph,nlin.SI
 A. G. K. Smith,astro-ph,astro-ph.IM
 A. G. Khachatryan,physics.plasm-ph,physics.acc-ph
 A. G. Khitun,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. G. Khovanskii,math.AG,math.HO
 A. G. Khrapak,physics.plasm-ph,cond-mat.soft
 A. G. Kim,astro-ph,astro-ph.CO
 A. G. Knyazev,nucl-ex,physics.ins-det
 A. G. Kosovichev,astro-ph,astro-ph.SR
 A. G. Kovalenko,astro-ph,physics.ins-det
 A. G. Krivshich,hep-ex,nucl-ex
 A. G. Kudryavtsev,math.AP,physics.flu-dyn
 A. G. Kuranov,astro-ph,astro-ph.SR
 A. G. Kutlin,quant-ph,math-ph
 A. G. Kvashnin,cond-mat.mtrl-sci,cond-mat.supr-con
 A. G. Kvirikadze,cond-mat.soft,cond-mat.other
 A. G. Leiderman,funct-an,math.GN
 A. G. Leyva,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. G. Litvak,physics.plasm-ph,physics.optics
 A. G. Lyapin,cond-mat.dis-nn,cond-mat.mtrl-sci
 A. G. Lyne,astro-ph,astro-ph.HE
 A. G. M. Jansen,cond-mat.mes-hall,cond-mat.supr-con
 A. G. M. Pietrow,astro-ph.IM,astro-ph.SR
 A. G. M. Schmidt,hep-ph,hep-th
 A. G. MacPhee,cond-mat.mtrl-sci,physics.plasm-ph
 A. G. Magner,nlin.SI,gr-qc
 A. G. Magnoni,physics.ins-det,quant-ph
 A. G. Makarov,cond-mat.dis-nn,physics.comp-ph
 A. G. Mal'shukov,cond-mat.mes-hall,cond-mat.supr-con
 A. G. Manning,cond-mat.quant-gas,cond-mat.str-el
 A. G. Mariazzi,astro-ph,astro-ph.HE
 A. G. Markelz,cond-mat.soft,cond-mat.supr-con
 A. G. Martins,hep-th,gr-qc
 A. G. McLean,physics.plasm-ph,physics.ins-det
 A. G. Meshkov,solv-int,math-ph
 A. G. Mirzabekian,gr-qc,hep-th
 A. G. Moghaddam,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. G. Moiseev,cond-mat.str-el,quant-ph
 A. G. Monastra,nlin.CD,physics.flu-dyn
 A. G. Moskowitz,physics.ins-det,cs.CV
 A. G. Noble,astro-ph.CO,astro-ph.GA
 A. G. Nouri,physics.chem-ph,astro-ph.SR
 A. G. Nuramatov,quant-ph,cond-mat.str-el
 A. G. Panin,quant-ph,astro-ph.CO
 A. G. Parkhomov,physics.gen-ph,astro-ph.SR
 A. G. Peele,astro-ph,physics.optics
 A. G. Peeters,physics.plasm-ph,astro-ph.EP
 A. G. Petukhov,cond-mat.other,quant-ph
 A. G. Polatidis,astro-ph,astro-ph.IM
 A. G. Polimeridis,physics.comp-ph,physics.optics
 A. G. Polnarev,astro-ph,astro-ph.HE
 A. G. Quinto,hep-ph,hep-th
 A. G. Ramakrishnan,cs.SD,cs.CL
 A. G. Ramm,math-ph,math.FA
 A. G. Riess,astro-ph,astro-ph.CO
 A. G. Rinzler,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. G. Rojo,cond-mat.supr-con,cond-mat
 A. G. Rossberg,q-bio.PE,nlin.PS
 A. G. Rudavets,physics.chem-ph,cond-mat.mes-hall
 A. G. Rudnitskiy,astro-ph.HE,astro-ph.IM
 A. G. Rybkin,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. G. S. Landulfo,gr-qc,quant-ph
 A. G. Samartsev,physics.ins-det,hep-ex
 A. G. Sanchez,astro-ph.GA,astro-ph.CO
 A. G. Sedrakyan,hep-th,cond-mat.str-el
 A. G. Shabalin,cond-mat.soft,cond-mat.mtrl-sci
 A. G. Shagalov,nlin.SI,nlin.PS
 A. G. Shalaby,hep-ph,nucl-th
 A. G. Shuvaev,hep-ph,hep-th
 A. G. Sinclair,physics.atom-ph,physics.optics
 A. G. Smirnov,math-ph,math.FA
 A. G. Smith,physics.ins-det,nucl-ex
 A. G. Soldatov,cond-mat.mtrl-sci,cond-mat.str-el
 A. G. Sotnikov,cond-mat.quant-gas,cond-mat.stat-mech
 A. G. Sreejith,astro-ph.IM,astro-ph.EP
 A. G. Stahl Leiton,physics.ins-det,hep-ph
 A. G. Stephenson,stat.AP,stat.ME
 A. G. Sullivan,gr-qc,astro-ph.HE
 A. G. Swartz,cond-mat.soft,cond-mat.supr-con
 A. G. Sykes,cond-mat.other,cond-mat.quant-gas
 A. G. Sánchez,astro-ph.CO,astro-ph.GA
 A. G. Taboada,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. G. Tamanyan,hep-ex,astro-ph
 A. G. Tatashev,cond-mat.other,math.OC
 A. G. Tevzadze,astro-ph,physics.plasm-ph
 A. G. Tlatov,astro-ph,astro-ph.SR
 A. G. Tribendis,physics.acc-ph,hep-ex
 A. G. Truscott,quant-ph,cond-mat.quant-gas
 A. G. Tsirigotis,astro-ph.IM,physics.ins-det
 A. G. Tyumentsev,astro-ph,astro-ph.HE
 A. G. Vieregg,astro-ph.HE,astro-ph.CO
 A. G. Vladimirov,nlin.PS,physics.optics
 A. G. Williams,hep-ph,physics.ins-det
 A. G. Willis,astro-ph,astro-ph.GA
 A. G. Wiseman,gr-qc,astro-ph.CO
